msno,total_events,avg_reengagement_prob,min_reengagement_prob,max_reengagement_prob,segment,library_pct,tenure_days,risk_tier
UjA3o9dLyMY6NDZz8XceX1E39YWKjhJhXxY4Vr3WhKY=,1,0.07350673449155534,0.07350673449155534,0.07350673449155534,At risk,28.0,379,High risk
mAogTfG3WWI+JkuhuVL1yWi9r2R3Bgy/NQoZb17NHSU=,387,0.07386883671733291,0.06236782343790022,0.16414211182371144,At risk,26.16,1315,High risk
otiWvJwi2kyxhe3jQeR5rRu/XxjQ0tKYdfhcYyzD1lE=,2,0.07401632434476178,0.07401632434476178,0.07401632434476178,,46.59,857,High risk
8gayr96VbyOGXQzT7TS5req18tNJTPVSE1xmQKam7X8=,5,0.0740182355868915,0.0740182355868915,0.0740182355868915,At risk,0.0,395,High risk
heSyXAdMJyw+VVPA5WRTH6ZAjXS+8saTMNLuW4qdnnI=,25,0.07429545181138143,0.07429545181138143,0.07429545181138143,At risk,23.53,2191,High risk
xNKJE346r5TPWxKjUPCpbJ2D94PUxMp3YJoqnx9sSCM=,24,0.07431052578010608,0.07237912344954255,0.09555595141630498,At risk,0.0,3,High risk
MeQDpVTjEgywP2re7gTGcprfOdxlVAwa7PuPSkg0vak=,27,0.07434856551710636,0.05805951182387394,0.2779617366825117,Casual user,100.0,1939,High risk
g+dWGSrE0YMju53yOtHiaEOatWgZ30I/VnnofdGuFRw=,15,0.0743816657877418,0.06801751099660223,0.09555595141630498,At risk,0.0,3,High risk
lK80slNqy5ATARhfRrAUzriSlHodI2yQJeyHwa0hUbE=,11,0.07438956929674831,0.06801751099660223,0.07532095864645406,At risk,0.0,3,High risk
WqVwg8laBRjwGZKsM5fIeM/oeX84K/BijLWUf8XCZaA=,11,0.07470355447957007,0.07237912344954255,0.09794786477984535,At risk,0.0,3,High risk
T+tdJ3fDUOrmSszFUlbV/kPq9BUbnNgyJBIMpGs0Dcg=,6,0.07475040484025913,0.059582507720174996,0.08468722100130809,At risk,100.0,7,High risk
QAqoGUvu7y+ukHNR0rAN/5xiEjbjzPb9yN901nukT4s=,4,0.07475140242948713,0.07241629037689885,0.07708651448207543,At risk,0.0,7,High risk
5chvU8scAFLR1901E5C5utTOr1WYPLS9kuxs5K37LPc=,33,0.07483223085568415,0.06801751099660223,0.09794786477984535,At risk,0.0,3,High risk
x7EdLM3JkfrZ5v2gUCqvoHE3X58C4CWQYljqH31IGck=,2,0.07486062883810947,0.07486062883810947,0.07486062883810947,,46.59,3171,High risk
HNkd2eLfRU3qwOR16Mb387z4U+NGw/Lcspdcp+MlziM=,32,0.07488444231826887,0.06436396972283853,0.1130823802984585,At risk,0.0,7,High risk
DfhgI9SzzZJJz0eWiVbugQDAuHXjLkt9DOn3m4+tfmQ=,22,0.07493849351620666,0.07493849351620666,0.07493849351620666,At risk,2.37,517,High risk
kdF3ouOGbwQuZqUgUxWJTF+fTslTi+IB32s1abtaaOM=,150,0.07495917577602053,0.06880886187875888,0.09956043136506709,At risk,0.0,731,High risk
FUhNRV68z1xgQcegyIb0Qgui77B1/nXQWSBPzVa+EDo=,69,0.07505929996176033,0.037372703829901925,0.0793748359461825,At risk,0.0,3,High risk
5XFxSn1k1uFTb/J6re9nqqTOgwqWJDgpkuNeqcAjsAs=,20,0.07520143222162703,0.06613602548536786,0.07822323446704675,At risk,0.0,3,High risk
+QClrBtBASrb/x5Mqse82J+Xcy0iMeIxgXtqZNKMf3g=,23,0.07532095864645406,0.07532095864645406,0.07532095864645406,At risk,0.0,3,High risk
XE+m/M926b6NP1Byy+NtnNbE2EwWLzqvPwPLKApUNfY=,34,0.07574133015570494,0.07237912344954255,0.10975128508166748,At risk,0.0,3,High risk
R7kleMCOJwBFNdKgXI3LsOL6BwA9hpYScoaU6uf/bKE=,10,0.07576098426161917,0.07051325330250517,0.09794786477984535,At risk,0.0,3,High risk
431cIKNEbw4TwPApzoSMqZTo7tXayNtaVG+GRwIDc/o=,16,0.07600929616718223,0.07600929616718223,0.07600929616718223,,46.59,1522,High risk
duOoCK+rGMKtWrohGiD35meC/mrzoXRvISyyK/48+lI=,13,0.07617092081293439,0.07617092081293439,0.07617092081293439,At risk,0.0,3,High risk
9ANW3sJ2RAcKynDJG7YSMh22Edc3rV4iJcrR4PiA54I=,42,0.07619095681563684,0.06962476125719831,0.09015264604635473,At risk,0.0,7,High risk
jdfoU/PknyBb8tm3UOBnGZaPMPMXuJsdxdGMA5sncsI=,89,0.07642384784659943,0.061419981130331265,0.20989992486252332,,46.59,1,High risk
kpppDdZT5uB6TqBAeMcOUHTvpc6pR3Vx81zJQePkffY=,58,0.07668404293058534,0.0703555868229511,0.2336983441819859,At risk,8.18,274,High risk
pYbHZi5XigntqirPGR1JjeZ2XbEIX5SNZ4kreAbmCeM=,12,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
JsxKOkRTBolV6km9+NuPm4pRUxQZB/01yN7V17yN9/k=,4,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
1wW4g8s9JmNHdK1VBn1Ib90mBbUPkMtWWPWV/wCZ6PY=,4,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
6wPdAWEShVPZUlDbMnIh8EZFHLHkgCDdgbbkP/2Ud4A=,44,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
tF9Tc2J5Bv6IDoJgFsyG1vi530zof5XdaeqibW40ZNQ=,19,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
/JaeLm5W3vCLfTqTNnbR7vWAWAuZyWVxehtQA+Uz/Fw=,12,0.07672804336820059,0.07672804336820059,0.07672804336820059,,46.59,3,High risk
sSjLdKJZnbSn4YOOsP174GZzFSeTtWrcWm2oR7mq7MU=,2,0.07721303144265941,0.07721303144265941,0.07721303144265941,At risk,7.84,5,High risk
9tZkXwr/Vi+kWWjtHIqOvGkfjac4MtypHSrM/Mfhmis=,41,0.07746555402476976,0.058993772819417485,0.20455235872622288,At risk,55.19,2063,High risk
7GsALZPooLYbHqAeo13UsMLuRUr7qBHf8SHXrv5TZoE=,167,0.07750979647797872,0.05709052966710189,0.12395361902820835,At risk,69.72,643,High risk
m0Ip81Nx6KcxbnY2z3R3WHede78UXcvqBqyKxFa2EUM=,37,0.07754235161564342,0.07754235161564342,0.07754235161564342,At risk,0.0,0,High risk
1O0Y7ghekMhOskidgcxlq4g2lP2KYtxcQheD8rhO61I=,17,0.07761135467744366,0.05015159530740642,0.10541593002154027,At risk,2.86,3,High risk
rLORjfTfqos5L+8shMvg7p5egUiRA5M8uzFXZPrtRjk=,49,0.0777752335396418,0.05272911730760322,0.09875675601369381,At risk,100.0,24,High risk
kefe6EymAa0gH4L1QJzDlED7JTLs7+EcNNRDXmoQKSk=,7,0.07785037638847113,0.0775707328295394,0.07822323446704675,At risk,0.0,3,High risk
/b9IdyjLghgYgR/xlpKgt20fjQCQbaMrQ+8Yih1Ghro=,246,0.07797671964093017,0.06885035545858068,0.19038035594301708,,46.59,3,High risk
ExpIggVpp60UFKDA4EpnCNUSymU6oYaBvikL3rLswAM=,34,0.07798513573825656,0.07284216934157844,0.24770302682863463,,46.59,790,High risk
sqPiRxVGIjjbgjsPzU03vj4oS3Ei6WuNXlWtcj/OjHM=,60,0.07811940896940807,0.07620987487464516,0.08581466964710413,At risk,0.0,7,High risk
eCcVXMa02vqzDTHXZhlcpYhKxXkFq6Qxs+wGrMqMq+U=,2,0.07814730317526238,0.06736881236724013,0.08892579398328462,At risk,0.0,7,High risk
VxOAktYhrNI8xINKRLM0FhgT0fa8vFijFkBAn6nOaxQ=,19,0.07820478591640692,0.07591516447106202,0.08358456924053256,At risk,7.89,3,High risk
wnUePyABGJPwwP9sLo4SHeiJEnupe8Gynixgu/maDp8=,15,0.07821761686501126,0.07821761686501126,0.07821761686501126,At risk,0.0,21,High risk
jnJjoFNacpT/5245f7VPgC1X2SbyrWApqGLyH0AjBA8=,3,0.07822323446704675,0.07822323446704675,0.07822323446704675,At risk,0.0,1,High risk
H8cDMS+Ck0IUWjWPotWHQcqv0QtbhSbr2zyk8H3XwOI=,41,0.0782712498920091,0.07770368415062433,0.07856047060780894,At risk,0.0,3,High risk
uo86DHi7WBC1Xz+oKnfeAShImA/lvlP34dj6H3X5nDg=,1,0.07841571603197368,0.07841571603197368,0.07841571603197368,At risk,100.0,1,High risk
AMPy7rz13i6iVo4h1LWbxgsFpk3dQT3++KG6O3jodvI=,72,0.07873073328398615,0.056740494689893534,0.13239206539522888,At risk,0.0,0,High risk
YmAhPOk8b350tKFTXkqHUAvcUfykjjqxZRSoU0/OgAg=,109,0.07902660784841455,0.07129688464547644,0.09794786477984535,At risk,0.0,3,High risk
D1Vw9D867FyWHSWLjTMQnC2S9L/hcxC6ieiX8h1SRsQ=,1,0.0790655309455663,0.0790655309455663,0.0790655309455663,,46.59,126,High risk
IZH/dYAW7jV4/15MwbPYJJ5uelowO24KQMCYx/tC4G8=,1,0.0790655309455663,0.0790655309455663,0.0790655309455663,,46.59,174,High risk
usEZSE2nPwucYOw7FSdYVppDdEv7cEjvOwk6wY3BY/Y=,2,0.0790655309455663,0.0790655309455663,0.0790655309455663,,46.59,79,High risk
ySsItVAiAuz8MdPmhgOlfrHddw9zXS1/RzM4XlcsoHA=,13,0.07917379397019755,0.044621305989588946,0.09702647764581261,At risk,8.33,3,High risk
j/WSCMahe8XCPsRtWXwm4MKitwGxY94xvkgXImNY1sk=,1,0.07921114390950149,0.07921114390950149,0.07921114390950149,At risk,46.43,3,High risk
V2Rtuq6QbAxLs+f34351CqvCXSoVM/zbg/r9kvgWV1k=,34,0.0792773562346264,0.051437506503703094,0.10935746762435326,At risk,0.0,193,High risk
QfY5munpdOqdw9d4nt12vrVdCth1RgM+AE5ISP0e2qU=,148,0.07932303981153835,0.06567909423839263,0.36753114138865206,,46.59,248,High risk
OFxnAHrfOiNQR0ePMUbHGSluvq3V5geR6XQQCdlNxTw=,47,0.0794695124662753,0.06801751099660223,0.10975128508166748,At risk,0.0,3,High risk
YERQYOcNWNnoLIzjJhK3wCOQ5GlUe+xbjBNLbhcTEWk=,28,0.07955147260945329,0.07955147260945329,0.07955147260945329,At risk,0.0,273,High risk
+AETlYSWYPqT7OtOJqChoKXlsPW0EyQNWZ0tp89dLIo=,189,0.07971765188455184,0.07742235056675169,0.22773428270009693,At risk,10.12,459,High risk
yanbsb+JxenTqCS2GEc6eGWYUSwnLiuIJVHZLagDbBE=,111,0.0798215422853407,0.07172720496274054,0.2811935125966063,At risk,12.0,750,High risk
cg2o7K8vLvp0VbcOcGReczos1zGkG/IIzaJsfrwuE4k=,54,0.07990036128201371,0.07858804166451867,0.14945330100925103,At risk,18.42,2403,High risk
hFIfV4N9YZenzHaQM1VZ80C8hVvh8z7wPeYQGfjysO4=,12,0.0801047327717967,0.07237912344954255,0.09555595141630498,At risk,0.0,3,High risk
vuTQqbj9yfnuKdcuORcwOTIdaBe9+enwxezdDlkE/s8=,26,0.08010509616800238,0.06576884284387051,0.22428446467034888,,46.59,3,High risk
ODpw73xm5jImUMtCkIqekiLUa/t3hzsXWbdBNrGilEQ=,1,0.08016874017648198,0.08016874017648198,0.08016874017648198,At risk,0.0,22,High risk
KiCBP7KFkFDpcp3GeQnYd/x1HRKvQZl8LB5F/UK06kQ=,133,0.08024505071090092,0.07672804336820059,0.19862688802415981,,46.59,3,High risk
9uNc++APPS4MxMt2IcHYr3wVUozr9KMV4UA8OPT8cd0=,86,0.08032256681604624,0.05506166497145074,0.08700927612785093,At risk,0.0,456,High risk
RWVGP1/PJrvznDQfI8EyTyETneNzZmOQ65NtzhMPZLc=,32,0.08036157961718371,0.06801751099660223,0.09555595141630498,At risk,0.0,3,High risk
JA/RcUG7RtmjD6SAaj9CJAJPPPDbIaRoi4IU4pZvscY=,77,0.08047777583888108,0.07672804336820059,0.22808211030755465,,46.59,3,High risk
hqKd13DVJ71Zz5SNUPY70dQ4x+k5PWnrLBXqw0/IpdQ=,38,0.08048938688331982,0.06801751099660223,0.09794786477984535,At risk,0.0,3,High risk
vlVRAerMADr5q3ssIlvdhVNLLaVvvO3zQuFfVmiP8aM=,32,0.08062801805348949,0.07445422354392725,0.1417407292948452,At risk,38.52,3,High risk
pBmG0FMfTLwEHvTUPjJM/2+I8lb9yeXq2NDQjOfdyLw=,141,0.08073377463750098,0.07708179038398201,0.12857476835859932,At risk,19.39,1952,High risk
oJua7KQwh1QdTci/SMiqxjFPum3uC3lCon5XYSh4Wu8=,3,0.08080169185697121,0.08080169185697121,0.08080169185697121,,46.59,425,High risk
VTde3crnc7RTpTSKUPs6WIaagVGGGLnWtnx3Z7wzdvg=,23,0.08080169185697121,0.08080169185697121,0.08080169185697121,,46.59,410,High risk
W93F8boGmys4kdRAzQFVj3odLdxrqr43CbDzZBOI8Zw=,345,0.08081196988899965,0.0740293774031834,0.23630570519083477,At risk,4.13,364,High risk
69o5NSY7hA8JQK4SO2/S8r+4AHo+fsiueG1LmNlwIbA=,93,0.08092893328953105,0.07955267059539285,0.11155077823410592,At risk,0.0,275,High risk
MhLYzLO5bwYtygwZ1Idqg22Z2TNMH5NYStnABcapkrs=,17,0.08099473403646329,0.08022186541840234,0.08350655704516136,At risk,0.0,13,High risk
m0nB6piOMqi81eXCSfrYMQSUlJw4gjGtISBJ8CzBTaU=,306,0.08106155616766729,0.06459406931743936,0.22234578918225925,At risk,29.29,227,High risk
KbdmfpuXSUHUmV9HdOZIE0Qg6X6uQ6ukumly0DmiZ8c=,41,0.08118355097739903,0.07962056967765745,0.14370280296706264,At risk,0.78,364,High risk
kg5Ev/0PrEZBHwalhwtzVxybk4C8XtmhKGrD0sJGUMI=,29,0.08141631162961543,0.07672804336820059,0.21268782294923108,,46.59,3,High risk
X/z/GCKCEeGbiPXtOQQkJ/0J6uCkvMv5QBMHSrjy428=,2,0.08164366572957478,0.08164366572957478,0.08164366572957478,At risk,0.0,7,High risk
HgdDb4K3rmupDT/YejxhLXrMpHJhi04SbuPPq0GPT2A=,8,0.08173034529992192,0.07292302269556844,0.14338160353039628,At risk,40.62,577,High risk
725aFr5MB9b2q6cSBAVW9ppktQHmgLZlKTm5jEfWMGs=,24,0.08184236659165611,0.07283145866316253,0.12871525493943586,At risk,0.0,207,High risk
9fK6C91IJhs65UZ3jm/xulpnSds1Ser5w/kOjrMyUTk=,16,0.08205955680252452,0.08205955680252452,0.08205955680252452,At risk,62.77,3065,High risk
9btj5tt20TLswttVWBtGzr3LhO0N8pKMAsxRoYbrqNg=,12,0.08213264282316964,0.08213264282316964,0.08213264282316964,At risk,12.5,1155,High risk
pFjeqXJV9b46EMs7adpj0bjkoaH2HOZ2P/vEF160czQ=,23,0.08225821303305873,0.07672804336820059,0.2039219456599378,,46.59,3,High risk
lbd8Kja+HXoyNbYmWzVnEL4FTkoL+mVvAed1zhuC7wQ=,129,0.08235281842547239,0.06816075072545508,0.23155683248482267,At risk,20.82,609,High risk
toXLOnoN1gWsVuLQsk6NHeW40GztkjQZVIcl2CnuAqg=,17,0.08245585421991788,0.07711586247503789,0.08767726229551592,At risk,0.0,3,High risk
p5qkOXgFGQRtyeAtJZYcCBZEUwvsNYMx8LJMUB2hx8s=,15,0.08246064287472012,0.08246064287472012,0.08246064287472012,At risk,0.0,2188,High risk
5egOCM2w+bbZ1RyJ5JYFCdnE6KRGoUzykK5YgmBNNFU=,7,0.08251075390712771,0.07137813938881103,0.09794786477984535,At risk,0.0,3,High risk
YalXTzjEBbJnNnD0JdilZx8V24x6BRG3L1PFZJsjsPQ=,194,0.08251159925101306,0.0792639099953421,0.2892811485287315,At risk,15.4,2126,High risk
a/iaKPQGv0FI4BfQaWmOL5mf6BIjUByvZ76UKa0/o0g=,10,0.08254455556401612,0.07672804336820059,0.13489316532635592,,46.59,3,High risk
1pt/N+lSVDDJDdyVLTxnoQph8HrDJA0La6ttZcaZE1M=,14,0.08277606196271593,0.07298279393621365,0.14153567012172966,At risk,24.14,832,High risk
eIpvg2lfxLVZNYFvnIwVk76lnUAMAVZyI9n4BrPJfq0=,31,0.08313763333247363,0.08313763333247363,0.08313763333247363,At risk,11.76,1425,High risk
p1jIp/TBYp9ylezEzxjytg2lQli42m73czKt0AtUQ5s=,5,0.08323471857663638,0.07905709325163456,0.09994521987664369,At risk,0.0,276,High risk
RiKS5AN0o97ut2EU8c9MfVfied9sL7538U3v0EHFM6g=,32,0.08329841217781464,0.0749739723375383,0.0887344288653551,At risk,0.0,3,High risk
CSmTlHaYMH+4MYEQ5jipr49Z6Ov2qFAgl0wuEGOArmo=,2,0.08332795894217278,0.08332795894217278,0.08332795894217278,At risk,66.67,7,High risk
VB8W5iVCXhi5VrM+Fno9HEa5TYbOkxO64zSGSY1TfmY=,17,0.08368727841029898,0.07237912344954255,0.10094331739441671,At risk,0.0,3,High risk
oXYEDc8OPsyv2+oQwjr+a9KkStGM0xMq7ZUzJLtQfDo=,48,0.08386435695523294,0.08386435695523294,0.08386435695523294,,46.59,1386,High risk
fRm8JqJ7EOcPCH9z/WiM2MKSraeRJEvoW2NFkVGskAY=,56,0.08391982425324282,0.06801751099660223,0.10975128508166748,At risk,0.0,3,High risk
zAXRlk8XiFwR6ZW/Q/nOxWkJEGs8AwujEoPfqgRLjTU=,18,0.08403761681451145,0.0741216158172848,0.1633656247923248,At risk,46.15,2076,High risk
NqZbjC+9HHEZ412bT/9CVPHKVKxggNFPTrgcuIljvME=,120,0.08423023614853757,0.06455098650470985,0.23581927063275662,At risk,44.9,2504,High risk
pxo9ehQiL5XOQ7GZd+wNzWNs0WXbUBBwPZ58rKkqV4w=,32,0.08429113649942788,0.07237912344954255,0.129786908463356,At risk,0.0,3,High risk
mC62c94DEUZeTtBHemGQUVsTTVB+Flqmo6e7PvYIV3A=,2,0.08447025935555173,0.08447025935555173,0.08447025935555173,At risk,0.0,3,High risk
1oBGac7yoqIW99TGPOrDf+NzEI/PuTvkEogSZr9QKOg=,10,0.08479755105770573,0.08252067147481087,0.10528946730375939,At risk,0.0,910,High risk
